case_id,process_name,activity,timestamp,resource,outcome,service_name,process_id,service_id,lifecycle,application_status,duration_hours,variant
P2-C0022,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-26T03:10:48Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.53,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-13T15:40:48Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.68,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-14T03:30:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,11.83,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-15T14:43:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,35.22,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-16T01:16:12Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,45.76,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-16T04:12:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,2.93,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-16T19:21:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,15.16,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-18T05:24:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,34.04,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-18T10:20:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,4.94,V1_DirectApproval
P2-C0023,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-18T10:50:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.5,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-17T12:36:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.6,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-17T23:04:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.48,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-19T22:46:12Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,47.69,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-20T09:15:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,58.18,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-20T10:59:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.73,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-21T03:55:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,16.94,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-22T02:30:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,22.57,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-22T05:40:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,3.17,V1_DirectApproval
P2-C0024,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-22T06:04:48Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.41,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-20T09:39:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.65,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-20T20:52:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,11.23,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-22T17:49:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,44.95,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-23T01:22:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,52.5,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-23T04:44:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.36,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-23T20:18:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,15.56,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-24T17:45:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,21.45,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-25T01:49:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,8.07,V1_DirectApproval
P2-C0025,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-25T02:06:36Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.29,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-08T11:43:48Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.73,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-08T22:29:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.76,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-11T02:58:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,52.49,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-11T04:19:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,53.83,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-11T07:32:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.22,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-11T17:43:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.18,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-12T19:16:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,25.56,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-13T01:18:00Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,6.02,V1_DirectApproval
P2-C0026,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-13T02:01:12Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.72,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-30T16:09:36Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.16,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-31T02:28:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.32,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-08-02T22:34:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,68.1,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-08-03T08:58:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,78.5,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-08-03T13:51:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,4.88,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-08-03T20:18:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,6.45,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-08-05T11:28:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,39.17,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-08-05T15:44:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,4.26,V1_DirectApproval
P2-C0027,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-08-05T16:05:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.35,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-29T13:13:12Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.22,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-30T03:07:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,13.91,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-08-01T21:22:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,66.24,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-08-02T02:36:00Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,71.47,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-08-02T04:43:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,2.13,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-08-02T19:25:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,14.69,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-08-03T21:57:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,26.54,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-08-04T04:04:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,6.11,V1_DirectApproval
P2-C0028,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-08-04T04:25:12Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.35,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-14T12:17:24Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.29,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-14T23:10:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.89,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-16T08:18:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,33.13,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-16T18:57:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,43.78,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-16T23:38:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,4.68,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-17T10:25:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.78,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-18T16:36:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,30.18,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-18T21:26:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,4.84,V1_DirectApproval
P2-C0029,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-18T22:10:48Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.74,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-03T09:45:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.75,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-03T19:13:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,9.47,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-06T09:28:12Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,62.25,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-07T00:37:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,77.4,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-07T03:52:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.26,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-07T20:32:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,16.66,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-09T04:21:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,31.81,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-09T10:15:00Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,5.9,V1_DirectApproval
P2-C0030,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-09T10:26:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.19,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-08T12:31:48Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.53,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-08T19:40:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,7.14,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-11T16:35:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,68.92,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-12T03:13:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,79.56,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-12T08:46:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,5.54,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-12T16:01:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,7.25,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-13T15:12:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,23.19,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-13T17:37:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,2.41,V1_DirectApproval
P2-C0031,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-13T18:19:48Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.71,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-16T10:00:36Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.01,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-16T19:15:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,9.25,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-19T10:39:00Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,63.39,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-19T10:46:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,63.51,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-19T14:45:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.98,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-20T01:54:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,11.16,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-21T04:48:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,26.9,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-21T10:53:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,6.08,V1_DirectApproval
P2-C0032,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-21T11:44:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.85,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-08T13:18:36Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.31,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-09T00:57:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,11.65,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-10T06:38:24Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,29.68,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-11T20:48:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,67.85,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-12T00:58:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,4.16,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-12T15:00:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,14.03,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-14T00:37:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,33.62,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-14T07:29:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,6.87,V1_DirectApproval
P2-C0033,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-14T08:09:36Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.67,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-08T14:11:24Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.19,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-09T06:32:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,16.35,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-11T13:04:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,54.54,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-11T16:35:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,58.05,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-11T23:23:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,6.8,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-12T14:21:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,14.96,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-14T06:37:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,40.27,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-14T15:36:00Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,8.98,V1_DirectApproval
P2-C0034,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-14T15:56:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.34,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-20T11:25:12Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.42,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-20T18:17:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,6.87,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-22T15:01:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,44.74,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-23T08:19:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,62.04,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-23T10:58:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,2.64,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-23T21:10:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,10.21,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-25T02:19:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,29.14,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-25T06:07:48Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,3.81,V1_DirectApproval
P2-C0035,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-25T06:27:00Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.32,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-08T13:20:24Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.34,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-08T23:19:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,9.98,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-12T00:17:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,72.97,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-12T01:54:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,74.59,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-12T05:48:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.9,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-12T15:22:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,9.56,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-14T06:18:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,38.94,V1_DirectApproval
P2-C0036,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-14T12:55:48Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,6.62,V1_DirectApproval
