case_id,process_name,process_id,service_name,service_id,activity,timestamp,resource,lifecycle,outcome,application_status,duration_hours,variant
P1-C0025,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-10T17:47:24Z,Public Security Department,complete,in_progress,pending,3.0,V1_DirectApproval
P1-C0025,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-11T03:22:48Z,Public Security Department,complete,in_progress,pending,9.59,V1_DirectApproval
P1-C0025,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-15T12:30:36Z,Public Security Department,complete,in_progress,under_review,105.13,V1_DirectApproval
P1-C0025,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-15T19:18:00Z,Public Security Department,complete,approved,approved,6.79,V1_DirectApproval
P1-C0025,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-15T20:07:12Z,CityStart Platform,complete,in_progress,approved,0.82,V1_DirectApproval
P1-C0026,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-06T11:01:12Z,Citizen,complete,in_progress,pending,1.02,V1_DirectApproval
P1-C0026,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-06T13:55:48Z,Public Security Department,complete,in_progress,pending,2.91,V1_DirectApproval
P1-C0026,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-06T19:49:48Z,Public Security Department,complete,in_progress,pending,5.9,V1_DirectApproval
P1-C0026,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-12T02:26:24Z,Public Security Department,complete,in_progress,under_review,126.61,V1_DirectApproval
P1-C0026,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-12T05:35:24Z,Public Security Department,complete,approved,approved,3.15,V1_DirectApproval
P1-C0026,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-12T05:49:48Z,CityStart Platform,complete,in_progress,approved,0.24,V1_DirectApproval
P1-C0027,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-30T10:15:00Z,Citizen,complete,in_progress,pending,0.25,V1_DirectApproval
P1-C0027,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-30T12:24:00Z,Public Security Department,complete,in_progress,pending,2.15,V1_DirectApproval
P1-C0027,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-30T21:00:36Z,Public Security Department,complete,in_progress,pending,8.61,V1_DirectApproval
P1-C0027,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-03T08:34:48Z,Public Security Department,complete,in_progress,under_review,83.57,V1_DirectApproval
P1-C0027,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-03T12:50:24Z,Public Security Department,complete,approved,approved,4.26,V1_DirectApproval
P1-C0027,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-03T13:00:36Z,CityStart Platform,complete,in_progress,approved,0.17,V1_DirectApproval
P1-C0028,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-03T09:55:48Z,Citizen,complete,in_progress,pending,0.93,V1_DirectApproval
P1-C0028,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-03T14:57:00Z,Public Security Department,complete,in_progress,pending,5.02,V1_DirectApproval
P1-C0028,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-04T04:36:00Z,Public Security Department,complete,in_progress,pending,13.65,V1_DirectApproval
P1-C0028,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-07T22:12:00Z,Public Security Department,complete,in_progress,under_review,89.6,V1_DirectApproval
P1-C0028,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-08T04:42:00Z,Public Security Department,complete,approved,approved,6.5,V1_DirectApproval
P1-C0028,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-08T04:58:48Z,CityStart Platform,complete,in_progress,approved,0.28,V1_DirectApproval
P1-C0029,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-04T12:42:00Z,Citizen,complete,in_progress,pending,0.7,V1_DirectApproval
P1-C0029,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-04T16:47:24Z,Public Security Department,complete,in_progress,pending,4.09,V1_DirectApproval
P1-C0029,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-05T00:45:00Z,Public Security Department,complete,in_progress,pending,7.96,V1_DirectApproval
P1-C0029,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-07T22:05:24Z,Public Security Department,complete,in_progress,under_review,69.34,V1_DirectApproval
P1-C0029,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-08T01:38:24Z,Public Security Department,complete,approved,approved,3.55,V1_DirectApproval
P1-C0029,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-08T01:53:24Z,CityStart Platform,complete,in_progress,approved,0.25,V1_DirectApproval
P1-C0030,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-10T09:38:24Z,Citizen,complete,in_progress,pending,0.64,V1_DirectApproval
P1-C0030,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-10T12:34:48Z,Public Security Department,complete,in_progress,pending,2.94,V1_DirectApproval
P1-C0030,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-10T21:12:36Z,Public Security Department,complete,in_progress,pending,8.63,V1_DirectApproval
P1-C0030,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-14T11:56:24Z,Public Security Department,complete,in_progress,under_review,86.73,V1_DirectApproval
P1-C0030,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-14T18:04:48Z,Public Security Department,complete,approved,approved,6.14,V1_DirectApproval
P1-C0030,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-14T18:27:00Z,CityStart Platform,complete,in_progress,approved,0.37,V1_DirectApproval
P1-C0031,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-22T16:44:24Z,Citizen,complete,in_progress,pending,0.74,V1_DirectApproval
P1-C0031,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-22T21:10:12Z,Public Security Department,complete,in_progress,pending,4.43,V1_DirectApproval
P1-C0031,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-23T06:01:12Z,Public Security Department,complete,in_progress,pending,8.85,V1_DirectApproval
P1-C0031,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-27T11:22:48Z,Public Security Department,complete,in_progress,under_review,101.36,V1_DirectApproval
P1-C0031,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-27T18:54:36Z,Public Security Department,complete,approved,approved,7.53,V1_DirectApproval
P1-C0031,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-27T19:04:48Z,CityStart Platform,complete,in_progress,approved,0.17,V1_DirectApproval
P1-C0032,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-08T15:52:12Z,Citizen,complete,in_progress,pending,0.87,V1_DirectApproval
P1-C0032,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-08T19:22:12Z,Public Security Department,complete,in_progress,pending,3.5,V1_DirectApproval
P1-C0032,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-09T02:37:48Z,Public Security Department,complete,in_progress,pending,7.26,V1_DirectApproval
P1-C0032,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-12T02:45:36Z,Public Security Department,complete,in_progress,under_review,72.13,V1_DirectApproval
P1-C0032,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-12T10:28:12Z,Public Security Department,complete,approved,approved,7.71,V1_DirectApproval
P1-C0032,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-12T10:40:12Z,CityStart Platform,complete,in_progress,approved,0.2,V1_DirectApproval
P1-C0033,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-28T14:49:48Z,Citizen,complete,in_progress,pending,0.83,V1_DirectApproval
P1-C0033,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-28T17:12:00Z,Public Security Department,complete,in_progress,pending,2.37,V1_DirectApproval
P1-C0033,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-29T08:34:12Z,Public Security Department,complete,in_progress,pending,15.37,V1_DirectApproval
P1-C0033,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-03T03:49:48Z,Public Security Department,complete,in_progress,under_review,115.26,V1_DirectApproval
P1-C0033,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-03T13:38:24Z,Public Security Department,complete,approved,approved,9.81,V1_DirectApproval
P1-C0033,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-03T14:00:00Z,CityStart Platform,complete,in_progress,approved,0.36,V1_DirectApproval
P1-C0034,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-01T13:40:48Z,Citizen,complete,in_progress,pending,0.68,V1_DirectApproval
P1-C0034,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-01T16:39:36Z,Public Security Department,complete,in_progress,pending,2.98,V1_DirectApproval
P1-C0034,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-02T01:07:48Z,Public Security Department,complete,in_progress,pending,8.47,V1_DirectApproval
P1-C0034,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-04T04:20:24Z,Public Security Department,complete,in_progress,under_review,51.21,V1_DirectApproval
P1-C0034,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-04T11:18:00Z,Public Security Department,complete,approved,approved,6.96,V1_DirectApproval
P1-C0034,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-04T11:45:00Z,CityStart Platform,complete,in_progress,approved,0.45,V1_DirectApproval
P1-C0035,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-28T15:27:00Z,Citizen,complete,in_progress,pending,0.45,V1_DirectApproval
P1-C0035,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-28T20:30:36Z,Public Security Department,complete,in_progress,pending,5.06,V1_DirectApproval
P1-C0035,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-29T07:49:48Z,Public Security Department,complete,in_progress,pending,11.32,V1_DirectApproval
P1-C0035,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-02T17:35:24Z,Public Security Department,complete,in_progress,under_review,105.76,V1_DirectApproval
P1-C0035,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-03T00:29:24Z,Public Security Department,complete,approved,approved,6.9,V1_DirectApproval
P1-C0035,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-03T00:58:48Z,CityStart Platform,complete,in_progress,approved,0.49,V1_DirectApproval
P1-C0036,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-26T13:06:00Z,Citizen,complete,in_progress,pending,1.1,V1_DirectApproval
P1-C0036,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-26T17:05:24Z,Public Security Department,complete,in_progress,pending,3.99,V1_DirectApproval
P1-C0036,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-27T06:51:36Z,Public Security Department,complete,in_progress,pending,13.77,V1_DirectApproval
P1-C0036,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-01T10:40:12Z,Public Security Department,complete,in_progress,under_review,123.81,V1_DirectApproval
P1-C0036,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-01T13:45:00Z,Public Security Department,complete,approved,approved,3.08,V1_DirectApproval
P1-C0036,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-01T14:06:36Z,CityStart Platform,complete,in_progress,approved,0.36,V1_DirectApproval
P1-C0037,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-06T15:37:12Z,Citizen,complete,in_progress,pending,0.62,V1_DirectApproval
P1-C0037,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-06T18:15:00Z,Public Security Department,complete,in_progress,pending,2.63,V1_DirectApproval
P1-C0037,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-07T09:48:00Z,Public Security Department,complete,in_progress,pending,15.55,V1_DirectApproval
P1-C0037,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-11T12:55:48Z,Public Security Department,complete,in_progress,under_review,99.13,V1_DirectApproval
P1-C0037,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-11T17:47:24Z,Public Security Department,complete,approved,approved,4.86,V1_DirectApproval
P1-C0037,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-11T18:20:24Z,CityStart Platform,complete,in_progress,approved,0.55,V1_DirectApproval
P1-C0038,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-22T16:35:24Z,Citizen,complete,in_progress,pending,0.59,V1_DirectApproval
P1-C0038,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-22T22:16:48Z,Public Security Department,complete,in_progress,pending,5.69,V1_DirectApproval
P1-C0038,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-23T18:12:00Z,Public Security Department,complete,in_progress,pending,19.92,V1_DirectApproval
P1-C0038,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-26T03:21:00Z,Public Security Department,complete,in_progress,under_review,57.15,V1_DirectApproval
P1-C0038,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-26T10:24:00Z,Public Security Department,complete,approved,approved,7.05,V1_DirectApproval
P1-C0038,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-26T10:42:36Z,CityStart Platform,complete,in_progress,approved,0.31,V1_DirectApproval
P1-C0039,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-28T13:19:48Z,Citizen,complete,in_progress,pending,0.33,V1_DirectApproval
P1-C0039,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-28T20:22:12Z,Public Security Department,complete,in_progress,pending,7.04,V1_DirectApproval
P1-C0039,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-29T09:53:24Z,Public Security Department,complete,in_progress,pending,13.52,V1_DirectApproval
P1-C0039,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-01T09:57:36Z,Public Security Department,complete,in_progress,under_review,72.07,V1_DirectApproval
P1-C0039,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-01T14:52:12Z,Public Security Department,complete,approved,approved,4.91,V1_DirectApproval
P1-C0039,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-01T15:14:24Z,CityStart Platform,complete,in_progress,approved,0.37,V1_DirectApproval
P1-C0040,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-23T15:17:24Z,Citizen,complete,in_progress,pending,0.29,V1_DirectApproval
P1-C0040,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-23T19:32:24Z,Public Security Department,complete,in_progress,pending,4.25,V1_DirectApproval
P1-C0040,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-24T01:11:24Z,Public Security Department,complete,in_progress,pending,5.65,V1_DirectApproval
P1-C0040,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-28T12:49:12Z,Public Security Department,complete,in_progress,under_review,107.63,V1_DirectApproval
P1-C0040,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-28T19:02:24Z,Public Security Department,complete,approved,approved,6.22,V1_DirectApproval
P1-C0040,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-28T19:33:36Z,CityStart Platform,complete,in_progress,approved,0.52,V1_DirectApproval
P1-C0041,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-03T14:11:24Z,Citizen,complete,in_progress,pending,1.19,V1_DirectApproval
P1-C0041,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-03T19:37:48Z,Public Security Department,complete,in_progress,pending,5.44,V1_DirectApproval
P1-C0041,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-04T03:25:12Z,Public Security Department,complete,in_progress,pending,7.79,V1_DirectApproval
P1-C0041,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-07T16:03:36Z,Public Security Department,complete,in_progress,under_review,84.64,V1_DirectApproval
P1-C0041,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-07T22:41:24Z,Public Security Department,complete,approved,approved,6.63,V1_DirectApproval
P1-C0041,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-07T23:09:36Z,CityStart Platform,complete,in_progress,approved,0.47,V1_DirectApproval
P1-C0042,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-18T10:40:12Z,Citizen,complete,in_progress,pending,0.67,V1_DirectApproval
P1-C0042,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-18T13:40:48Z,Public Security Department,complete,in_progress,pending,3.01,V1_DirectApproval
P1-C0042,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-19T04:49:12Z,Public Security Department,complete,in_progress,pending,15.14,V1_DirectApproval
P1-C0042,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-24T16:36:00Z,Public Security Department,complete,in_progress,under_review,131.78,V1_DirectApproval
P1-C0042,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-24T22:48:00Z,Public Security Department,complete,approved,approved,6.2,V1_DirectApproval
P1-C0042,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-24T23:07:12Z,CityStart Platform,complete,in_progress,approved,0.32,V1_DirectApproval
P1-C0043,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-07T14:49:48Z,Citizen,complete,in_progress,pending,0.83,V1_DirectApproval
P1-C0043,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-07T21:26:24Z,Public Security Department,complete,in_progress,pending,6.61,V1_DirectApproval
P1-C0043,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-08T13:13:48Z,Public Security Department,complete,in_progress,pending,15.79,V1_DirectApproval
P1-C0043,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-11T15:52:12Z,Public Security Department,complete,in_progress,under_review,74.64,V1_DirectApproval
P1-C0043,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-11T20:49:48Z,Public Security Department,complete,approved,approved,4.96,V1_DirectApproval
P1-C0043,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-11T21:07:48Z,CityStart Platform,complete,in_progress,approved,0.3,V1_DirectApproval
P1-C0044,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-26T10:17:24Z,Citizen,complete,in_progress,pending,0.29,V1_DirectApproval
P1-C0044,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-26T13:21:00Z,Public Security Department,complete,in_progress,pending,3.06,V1_DirectApproval
P1-C0044,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-26T23:46:12Z,Public Security Department,complete,in_progress,pending,10.42,V1_DirectApproval
P1-C0044,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-31T06:18:00Z,Public Security Department,complete,in_progress,under_review,102.53,V1_DirectApproval
P1-C0044,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-31T13:41:24Z,Public Security Department,complete,approved,approved,7.39,V1_DirectApproval
P1-C0044,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-31T13:52:48Z,CityStart Platform,complete,in_progress,approved,0.19,V1_DirectApproval
P1-C0045,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-21T09:39:36Z,Citizen,complete,in_progress,pending,0.66,V1_DirectApproval
P1-C0045,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-21T11:31:12Z,Public Security Department,complete,in_progress,pending,1.86,V1_DirectApproval
P1-C0045,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-21T21:55:48Z,Public Security Department,complete,in_progress,pending,10.41,V1_DirectApproval
P1-C0045,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-24T18:22:48Z,Public Security Department,complete,in_progress,under_review,68.45,V1_DirectApproval
P1-C0045,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-25T00:47:24Z,Public Security Department,complete,approved,approved,6.41,V1_DirectApproval
P1-C0045,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-25T01:12:36Z,CityStart Platform,complete,in_progress,approved,0.42,V1_DirectApproval
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-30T14:49:12Z,Citizen,complete,in_progress,pending,0.82,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-30T19:37:48Z,Public Security Department,complete,in_progress,pending,4.81,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-31T11:22:48Z,Public Security Department,complete,in_progress,pending,15.75,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-31T15:08:24Z,Public Security Department,complete,pending_documents,additional_documents_required,3.76,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-08-02T14:36:36Z,Citizen,complete,in_progress,under_review,47.47,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-08-03T06:07:12Z,Public Security Department,complete,in_progress,under_review,15.51,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-07T05:37:48Z,Public Security Department,complete,in_progress,under_review,95.51,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-07T14:40:12Z,Public Security Department,complete,approved,approved,9.04,V2_SingleSupplement
P1-C0046,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-07T15:22:12Z,CityStart Platform,complete,in_progress,approved,0.7,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-02T09:42:36Z,Citizen,complete,in_progress,pending,0.71,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-02T15:21:36Z,Public Security Department,complete,in_progress,pending,5.65,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-02T23:44:24Z,Public Security Department,complete,in_progress,pending,8.38,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-03T03:51:36Z,Public Security Department,complete,pending_documents,additional_documents_required,4.12,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-06T09:00:36Z,Citizen,complete,in_progress,under_review,77.15,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-07T01:03:36Z,Public Security Department,complete,in_progress,under_review,16.05,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-10T17:00:36Z,Public Security Department,complete,in_progress,under_review,87.95,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-10T20:06:00Z,Public Security Department,complete,approved,approved,3.09,V2_SingleSupplement
P1-C0047,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-10T20:45:36Z,CityStart Platform,complete,in_progress,approved,0.66,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-10T15:30:00Z,Citizen,complete,in_progress,pending,0.5,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-10T21:21:36Z,Public Security Department,complete,in_progress,pending,5.86,V2_SingleSupplement
